label,Specialization,text
Common Cold,Infectious Diseases,"I feel tired and my neck feels swollen. My eyes are red, and my throat feels rough. My nose is really stuffy and my face feels like it's being pushed on. I can't smell anything and my chest hurts."
Common Cold,Infectious Diseases,"I feel a little tired, and my lymph nodes are bigger than usual. My eyes hurt and my throat is sore. My nose feels blocked and my sinuses are stressed. I can't smell anything, and my chest hurts. Revised: I can't smell anything, and my chest is in pain."
Common Cold,Infectious Diseases,"I've been sick with a bad cough and cold for a few days. I feel tired and my nose is stuffed up. Also, my chest hurts because of the mucus I have been coughing up. I can't smell and my muscles hurt a lot."
Common Cold,Infectious Diseases,"My eyes are always red and watery. My nose has been feeling tight and uncomfortable all the time. I am finding it hard to breathe and feeling tired all the time. My glands are swollen, and I have a lot of mucus in my throat."
Common Cold,Infectious Diseases,"My eyes always get hot and puffy, and I feel like something is blocking my sinuses. I have a heavy feeling in my chest and I have been coughing up a lot of mucus. I can't smell anything and my muscles are in a lot of pain."
Common Cold,Infectious Diseases,"I can't stop sneezing and my nose is really runny. I'm also really cold and tired all the time, and I've been coughing a lot. My fever is really high too, like way above normal."
Common Cold,Infectious Diseases,"I have a runny nose and can't stop sneezing. In addition, I've been coughing a lot and feel really exhausted and chilly all the time. I also have an extremely high fever, much higher than usual."
Common Cold,Infectious Diseases,"My nose is extremely runny, and I can't seem to stop sneezing. In addition, I constantly feel cold, exhausted, and I've been coughing a lot. My fever is also really high far above normal."
Common Cold,Infectious Diseases,"I can't seem to quit sneezing, and my nose is very runny. I also have a persistent cold, fatigue, and a lot of coughing. In addition, my fever is significantly higher than usual."
Common Cold,Infectious Diseases,"I've been sneezing nonstop and I can't seem to shake this chill. I'm feeling really weak and tired, and my cough won't go away. My fever is really high"
Common Cold,Infectious Diseases,"I can't seem to get over this cold, and I can't stop sneezing. My cough isn't getting better, and I feel quite weak and exhausted. I have a really high temperature."
Common Cold,Infectious Diseases,"I've been sneezing incessantly and I just can't get this chill to go away. I feel so weak and exhausted, and my cough won't stop. My temperature is really high."
Common Cold,Infectious Diseases,"I've been sneezing nonstop, and I'm having trouble getting this cold to go gone. I'm so tired and weak, and I can't seem to get my cough to quit. I have a really high temperature."
Common Cold,Infectious Diseases,I'm constantly sneezing and my body is shaking from being cold. I'm so tired I can barely move and my head is killing me. My fever is through the roof
Common Cold,Infectious Diseases,"I can't stop sneezing, and the cold is making my body tremble. I can hardly move from exhaustion, and my headache is hurting. I have a severe temperature."
Common Cold,Infectious Diseases,"I'm constantly sneezing, and the cold is making my body tremble. I'm so exhausted that I can hardly move, and my head hurts. My fever is quite high."
Common Cold,Infectious Diseases,"My body is shaking from the cold, and I sneeze all the time. My head hurts, and I'm so tired that I can scarcely move. I have a rather high fever."
Common Cold,Infectious Diseases,"I've been quite exhausted and ill. I'm sneezing nonstop and am quite cold. My head is throbbing, and I lack energy. Additionally, I have a very high fever and feel like I am on fire."
Common Cold,Infectious Diseases,I've been sick and quite tired. I'm freezing and constantly sneezing. I have no energy and my head hurts. I also feel like I'm on fire and have a really high fever.
Common Cold,Infectious Diseases,"I've been feeling really tired and sick. I've been sneezing a lot and I can't seem to get warm. I'm so tired and my head is killing me. And my fever is really high, like I'm boiling."
Common Cold,Infectious Diseases,"I've been feeling rather ill and exhausted. I have been sneezing a lot and finding it difficult to warm up. It hurts my head so much, and I'm so exhausted. In addition, I have a really high fever—like, boiling hot."
Common Cold,Infectious Diseases,"I've been quite exhausted and ill. My throat has been quite painful, and I've had a fairly nasty cough. I've got a lot of chills and a pretty high temperature. Just feeling extremely run down and weak"
Common Cold,Infectious Diseases,I've been sick and quite tired. I have had a really bad cough and a very sore throat. Both my fever and the chills are very high. Simply feeling so weak and exhausted
Common Cold,Infectious Diseases,"I've been quite exhausted and ill. I have been sneezing a lot and am having trouble warming up. I'm so exhausted, and my head hurts. And I feel like I am boiling over with my high temperature."
Common Cold,Infectious Diseases,I've been sick and quite tired. I've been sneezing a lot and finding it difficult to warm up. My head hurts and I'm so tired. And my fever makes me feel like I'm about to burst.
Common Cold,Infectious Diseases,I can't stop sneezing and I feel really tired and crummy. My throat is really sore and I have a lot of gunky stuff in my nose and throat. My neck feels swollen and puffy too.
Common Cold,Infectious Diseases,"I feel so exhausted and sick that I can't stop sneezing. I have a lot of muck in my throat and nose, and my throat hurts a lot. My neck also feels enlarged and bloated."
Common Cold,Infectious Diseases,"I can't stop sneezing, and I'm exhausted and sick. My throat is really uncomfortable, and there is a lot of junk in my nose and throat. My neck is also swollen and puffy."
Common Cold,Infectious Diseases,"I'm ill and tired and I can't stop sneezing. There's a lot of debris in my throat and nose, and my throat hurts so much. My neck is likewise enlarged and swollen."
Common Cold,Infectious Diseases,"I keep sneezing, and I'm miserable and exhausted. I have a lot of gunky things in my nose and throat, and my throat is really hurting. My neck also feels puffy and swollen."
Common Cold,Infectious Diseases,"I'm unhappy, tired, and I sneeze a lot. My throat hurts so much, and I have a lot of gunky stuff in my nose and throat. I also have swelling and puffiness in my neck."
Common Cold,Infectious Diseases,I've been feeling really exhausted and sick to my stomach. I've had a really bad cough and my throat has hurt a lot. I've experienced substantial sinus pressure and a congested nose. I'm really unpleasant and worn out.
Common Cold,Infectious Diseases,I've been experiencing extreme fatigue and nausea. My throat has been hurting a lot and I've had a terrible cough. I have significant sinus pressure and nasal congestion. I'm quite irritable and exhausted.
Common Cold,Infectious Diseases,I've been sneezing a lot and feeling really tired and sick. There's also a lot of gross stuff coming out of my nose and my throat feels really scratchy. And my neck feels swollen too.
Common Cold,Infectious Diseases,"I feel so exhausted and unwell, and I've been sneezing a lot. In addition, I have a lot of foul things coming out of my nose, and my throat hurts so much. I also feel like my neck is bloated."
Common Cold,Infectious Diseases,"I've been wheezing a lot and am generally feeling sick and exhausted. My throat feels really scratchy, and a lot of gross stuff is flowing out of my nose. My neck also feels bloated."
Common Cold,Infectious Diseases,"I feel generally unwell and tired, and I've been wheezing a lot. My nose is streaming with disgusting things, and my throat is itching pretty bad. My neck feels swollen as well."
Common Cold,Infectious Diseases,"My sinuses feel incredibly congested, and my eyes are continuously red. I just constantly feel drained and exhausted. In addition, I have a lot of uncomfortable phlegm in my throat. My lymph nodes feel bloated, and breathing has been challenging."
Common Cold,Infectious Diseases,"My eyes are always red, and my sinuses feel so clogged. I simply feel like I'm always tired and depleted. I also have a lot of bothersome phlegm at the back of my throat. Breathing has been difficult, and my lymph nodes feel swollen."
Common Cold,Infectious Diseases,My eyes have been really red and my sinuses feel congested. I just don't have any energy and my throat has been really itchy. I've also noticed my lymph nodes are swollen and I've been coughing up a lot of phlegm.
Common Cold,Infectious Diseases,"My sinuses feel stuffy, and my eyes have been quite red. My throat has been really scratchy, and I simply don't have any energy. Along with the swelling of my lymph nodes, I've been coughing up a lot of phlegm."
Common Cold,Infectious Diseases,"My sinuses feel stuffy, and my eyes have been quite red. I simply lack energy, and my throat has been really scratchy. Along with the swelling in my lymph nodes, I've also been coughing up a lot of phlegm."
Common Cold,Infectious Diseases,"My eyes have been really red, and my sinuses feel congested. I'm just not feeling well, and I have a scratchy throat. I have a lot of phlegm in my cough in addition to the swelling in my lymph nodes."
Common Cold,Infectious Diseases,"My eyes are always red and itchy, and my nose feels all stuffy and congested. I just feel kind of sick and tired all the time, and I keep coughing up all this gunk. My throat feels sore and scratchy, and I've noticed that the bumps on my neck are bigger than usual"
Common Cold,Infectious Diseases,"My nose feels stuffy and clogged, and my eyes are red and irritated all the time. I simply always feel exhausted and ill, and I can't stop coughing up this stuff. I have a scratchy, irritated throat, and I've observed that my neck's bumps are larger than normal."
Common Cold,Infectious Diseases,"My nose always feels stuffy and congested, and my eyes are always red and itching. I have a feeling of being unwell and fatigued, and I keep hacking up this gunk. I have a scratchy, irritated throat, and I've seen that my neck's bumps are larger than usual."
Common Cold,Infectious Diseases,"My eyes are usually red and stinging, and my nose feels stuffy and clogged all the time. I'm feeling tired and sick, and I can't stop hacking up this mucus. My throat is itchy and uncomfortable, and I've noticed that the lumps on my neck are bigger than usual."
Common Cold,Infectious Diseases,"I keep sneezing, and my eyes don't quit dripping. It's incredibly difficult for me to breathe because it feels like there is something trapped in my throat. I often feel exhausted, and lately, I've had a lot of phlegm. Moreover, my lymph nodes are enlarged."
Common Cold,Infectious Diseases,"I can't stop sneezing, and my eyes won't stop leaking. I feel like there's something stuck in my throat, making breathing really difficult for me. I've been experiencing a lot of phlegm recently and I usually feel tired. My lymph nodes are also swollen."
Common Cold,Infectious Diseases,My eyes are red and watery all the time. I've also had this pressure in my sinuses that won't go away. I'm always feeling tired and I've been having a lot of trouble breathing. I've also had a lot of gunk in my throat and my lymph nodes are swollen.
Common Cold,Infectious Diseases,"My eyes are constantly wet and red. I've also been experiencing persistent nasal pressure. I've been having a lot of difficulties breathing and I constantly feel exhausted. In addition, I have a lot of mucus in my throat and swollen lymph nodes."
Common Cold,Infectious Diseases,"My eyes are constantly red and runny. A persistent tightness in my sinuses has also been bothering me. I've been having a lot of difficulties breathing and constantly feel fatigued. In addition, I have a lot of throat mucus and inflamed lymph nodes."
Common Cold,Infectious Diseases,My eyes are swollen and red all the time. There has also been a constant pressure in my sinuses that has bothered me. I've been having a lot of trouble breathing and am always exhausted. I also have a lot of mucous in my throat and swollen lymph nodes.
Common Cold,Infectious Diseases,"My nose feels quite clogged, and my eyes are constantly very red and runny. In addition, my chest hurts and I've been having a lot of breathing problems. In addition, my muscles feel quite painful, and I can't smell anything."
Common Cold,Infectious Diseases,"My eyes are often quite red and watery, and my nose feels really congested. I've also been getting a lot of breathing issues and my chest hurts. I am also unable to smell anything, and my muscles hurt a lot."
Common Cold,Infectious Diseases,"My eyes are usually red and runny, and my nose is always stuffy. I've also been having difficulty breathing and my chest hurts. In addition, I can't smell anything and my muscles are quite painful."
Common Cold,Infectious Diseases,"My nose is often congested, and my eyes are typically red and watery. My chest hurts, and I've been having trouble breathing. I also have terrible muscular ache and am unable to smell anything."
Common Cold,Infectious Diseases,"My eyes are usually red and inflamed, and I have the impression that something is clogging my sinuses. I've been coughing up a lot of gunk, and my chest hurts. I can't smell anything, and my muscles are aching."
Common Cold,Infectious Diseases,"I frequently get red, irritated eyes and feel like something is stuck in my sinuses. My chest hurts, and I've been coughing up a lot of mucus. My muscles hurt, and I can't smell anything."
Common Cold,Infectious Diseases,"My eyes are always red and swollen, and I feel like there's something blocking my sinuses. I've been coughing up a lot of goo and my chest feels really heavy. I can't smell anything and my muscles are really sore"
Common Cold,Infectious Diseases,"I always get red, puffy eyes and feel like something is clogging my sinuses. I have a lot of gunk coming up from my cough, and my chest feels quite heavy. My muscles are really painful, and I am unable to smell anything."
Common Cold,Infectious Diseases,"I've been coughing a lot and feeling chilly and shivery. My nose has been quite clogged, and I am experiencing facial pressure. I also have a lot of phlegm, and coughing pains my chest. I can't smell anything, and my muscles are aching."
Common Cold,Infectious Diseases,"I feel cold and shaky and have been coughing a lot. There has been a lot of congestion in my nose, and I feel pressure on my face. In addition, I cough up a lot of phlegm, which hurts my chest. My muscles hurt, and I can't smell anything."
Common Cold,Infectious Diseases,"For days, I've had a nasty cough and cold. My sinuses are clogged, and I have facial pressure. I've also been creating phlegm, and coughing pains my chest. I can't smell anything, and my muscles are aching."
Common Cold,Infectious Diseases,"I've had a terrible cold and cough for days. My face feels pressured, and my sinuses are congested. In addition, I've been coughing up mucus and chest discomfort. My muscles hurt, and I can't smell anything."
Common Cold,Infectious Diseases,"I've had a nasty cough and cold for days. My sinuses are congested, and I have facial pressure. I've also been coughing up mucus, and it pains my chest. I can't smell anything and my muscles are aching."
Common Cold,Infectious Diseases,"I've been sick for days with a bad cold and cough. I have face pressure and swollen sinuses. In addition, I have been coughing up phlegm, which hurts in my chest. My muscles hurt, and I can't smell anything."
Common Cold,Infectious Diseases,"My cough and cold have been awful for days. My sinuses are congested, and my face is under strain. Additionally, I've been coughing up phlegm, and it hurts in my chest. I have no sense of smell, and my muscles hurt a lot."
Common Cold,Infectious Diseases,"I've had a terrible cold and cough for days. My face feels tired and my sinuses are clogged. I also have phlegm with my cough, which aches in my chest. I have excruciating muscular pain and no sense of smell."
Common Cold,Infectious Diseases,"I'm coughing nonstop and I'm shivering terribly. I have a stuffy nose and my face is under strain. In addition, my throat is coughing up some nasty gunk, and my chest hurts. My muscles hurt a lot, and I can't smell anything."
Common Cold,Infectious Diseases,"I'm shaking severely and I can't stop coughing. My face hurts, and I have a congested nose. My chest hurts, and I'm coughing up some terrible muck in my throat. I have severe muscular pain and a strong sense of smell."
Common Cold,Infectious Diseases,I can't stop coughing and I feel really cold. My sinuses are all blocked and I have a lot of mucus. My chest hurts and I can't smell anything. My muscles are also really sore.
Common Cold,Infectious Diseases,I feel so chilly and I can't stop coughing. I'm overflowing with mucous and have all of my sinuses blocked. I have a pain in my chest and I smell nothing. I also have severe muscular soreness.
Common Cold,Infectious Diseases,"I'm coughing nonstop and am really chilly. My mucus production is excessive, and my sinuses are fully clogged. I can't smell anything, and my chest hurts. My muscles are quite painful as well."
Common Cold,Infectious Diseases,"I'm freezing and I can't stop coughing. My sinuses are completely clogged, and I produce an abnormal amount of mucus. My chest aches and I can't smell anything. Not to mention how bad my muscles hurt."
Common Cold,Infectious Diseases,"I can't stop coughing and I'm freezing. My sinuses are completely blocked, and I'm inundated with mucous. My chest hurts, and I'm unable to smell anything. My muscles are also really achy."
Common Cold,Infectious Diseases,I feel so cold and I can't stop coughing. I have an abundance of mucus and fully closed sinuses. I have pain in my chest and can't smell anything. I also have severe muscular soreness.
Common Cold,Infectious Diseases,"I've been coughing a lot and finding it difficult to breathe. My throat hurts and I feel like I have a lot of phlegm trapped in my chest. My nose has been running a lot, and I've been feeling really congested."
Common Cold,Infectious Diseases,I've been having a lot of coughing fits and am having trouble breathing. I feel like I have a lot of phlegm caught in my chest and my throat hurts. I've been feeling really stuffy and my nose has been running a lot.
Common Cold,Infectious Diseases,"I've been quite exhausted and ill. My throat has been quite painful, and I've had a fairly nasty cough. I've got a lot of chills and a pretty high temperature. Just feeling extremely run down and weak"
Common Cold,Infectious Diseases,"I've been feeling sick and tired. Along with some very bad coughing, I've been experiencing severe throat discomfort. My fever is really high and I get a lot of chills. Simply feeling so exhausted and weak"
Common Cold,Infectious Diseases,"I've been experiencing severe weariness and a sickly sensation. My throat has been really painful and I've had a fairly severe cough. My nose has been quite stuffy, and I've had significant sinus pressure. I'm really miserable and extremely exhausted."
Common Cold,Infectious Diseases,A terrible feeling and extreme fatigue have been plaguing me. I have had a really bad cough and my throat has been hurting a lot. I've been experiencing severe sinus pressure and a stuffy nose. I am so tired and terribly unhappy.
Common Cold,Infectious Diseases,I've been feeling really sick and I've had a lot of fatigue. I've had a really bad cough and my throat has been really sore. I've had a lot of sinus pressure and my nose has been really congested. I just feel really run down and miserable.
Common Cold,Infectious Diseases,"Along with being really tired, I've been feeling terribly ill. My throat has been really painful and I've had a fairly severe cough. My nose has been quite stuffy, and I've experienced severe sinus pressure. I simply feel so exhausted and depressed."
Common Cold,Infectious Diseases,"I've been quite exhausted and ill. My throat has been quite painful, and I've had a fairly nasty cough. I've got a lot of chills and a pretty high temperature. Simply put, I feel really run down and feeble."
Common Cold,Infectious Diseases,"I've been sick and quite tired. I have had a really bad cough and a very sore throat. Both my fever and the chills are very high. To put it plainly, I feel quite weak and exhausted."
Common Cold,Infectious Diseases,I've been really weary and ill. I've been suffering from a severe cough and sore throat. I've got a lot of chills and a pretty high temperature.Â I simply feel tired and run down.
Common Cold,Infectious Diseases,I've been feeling sick and exhausted. My painful throat and strong cough have been bothering me. Both my fever and the chills are very high.I just feel worn out and exhausted.
Common Cold,Infectious Diseases,"I can't quit sneezing, and my nose is running. I'm also constantly chilly and exhausted, and I've been coughing a lot. My fever is also really high, well above usual."
Common Cold,Infectious Diseases,"My nose is running, and I can't stop sneezing. I've also been coughing a lot and feeling cold and tired all the time. I also have a very high fever, much higher than normal."
Common Cold,Infectious Diseases,"I've been feeling awful, with a lot of congestion and a runny nose. I've been coughing a lot and having a lot of chest pain. My fever has been really high, and I've been experiencing severe muscular discomfort."
Common Cold,Infectious Diseases,"I've been experiencing terrible congestion and runny nose. I've been experiencing severe chest discomfort and coughing a lot. Along with a fairly high fever, I've been having excruciating muscle pain."
Common Cold,Infectious Diseases,"My neck is swollen, and I'm exhausted. My throat is scratchy, and my eyes are burning red. My nose is really clogged, and I am experiencing facial pressure. My chest hurts, and I'm unable to smell anything."
Common Cold,Infectious Diseases,"I'm worn out and my neck hurts. My eyes are blazing red, and my throat itches. My face feels pressured, and my nose is terribly congested. I can't smell anything, and my chest hurts."
Common Cold,Infectious Diseases,"I lack energy and feel like my neck is bloated. My eyes are red, and my throat feels scratchy. I have severe congestion in my nostrils, and my face is under pressure. I can't smell anything, and my chest hurts."
Common Cold,Infectious Diseases,"I feel like my neck is swollen and I'm tired. My throat hurts, and my eyes are red. My face feels pressured, and my nostrils are quite congested. My chest aches and I can't smell anything."
Common Cold,Infectious Diseases,"I feel quite weak, and my lymph nodes are enlarged. My eyes are burning, and my throat hurts. My sinuses are under strain, and my nose is stuffy. I can't smell anything, and my chest hurts."
Common Cold,Infectious Diseases,"I have swollen lymph nodes and feel quite weak. My throat burns, and my eyes burn. My nose is congested and my sinuses are strained. My chest aches and I can't smell anything."
Common Cold,Infectious Diseases,"I've had a terrible cough and cold for days. My face is tired and my sinuses are blocked. In addition, my chest hurts from the phlegm I've been coughing up. I can't smell, and my muscles are in terrible pain."
Common Cold,Infectious Diseases,"My cough and cold have been awful for several days. My sinuses are clogged and my face is fatigued. In addition, the mucus I've been coughing up hurts my chest. I have no sense of smell, and my muscles hurt so much."
Common Cold,Infectious Diseases,"I have red, watery eyes all the time. My sinuses have also been bothered by a constant tightness. My breathing has been quite tough, and I've been feeling worn out all the time. My lymph nodes are irritated, and I also have a lot of throat mucous."
Common Cold,Infectious Diseases,My eyes are always red and wet. There has also been a persistent stiffness in my sinuses. I've been having trouble breathing and constantly feeling exhausted. My throat is very mucus and my lymph nodes are sore.
Common Cold,Infectious Diseases,"I always get hot, puffy eyes and the feeling that something is obstructing my sinuses. My chest feels quite heavy, and I've been coughing up a lot of gunk. I have no sense of smell, and my muscles hurt a lot."
Common Cold,Infectious Diseases,"I always have the sense that something is clogging my sinuses and experience hot, swollen eyes. I have a lot of muck in my cough and my chest feels heavy. I have excruciating muscular pain and no sense of smell."
Pneumonia,Infectious Diseases,"Lately, I've been feeling very cold and tired, and I've been coughing a lot and my chest hurts. My heart is racing and when I cough, the phlegm is a rusty color."
Pneumonia,Infectious Diseases,"Lately, I've been coughing a lot and my chest has been hurting. I also feel very cold and tired. Also, my heart is beating fast, and the phlegm I cough up is slightly red."
Pneumonia,Infectious Diseases,"I've been feeling very tired and chilly, and I can't stop coughing. My chest hurts and my heart is beating fast. The snot I'm coughing up is a yucky brown color."
Pneumonia,Infectious Diseases,"I feel very tired and cold, and I can't stop coughing. When I move, my chest hurts and my heart beats fast. My phlegm when I cough is a gross brownish color."
Pneumonia,Infectious Diseases,"I feel really cold and tired, and I can't stop coughing. When I cough, my chest hurts and my heart feels like it's beating really fast. The stuff I'm coughing up is a dirty brown color."
Pneumonia,Infectious Diseases,"I have been feeling really cold, tired, and can't stop coughing. When I cough, my chest hurts and my heart feels like it's beating really fast. I have a bad cough and I'm spitting out brown phlegm."
Pneumonia,Infectious Diseases,"Lately, I've been feeling very weak and cold, and I can't seem to shake this cough. My chest hurts when I cough, and my heart is beating fast. The mucus I'm coughing up is a brownish-red color."
Pneumonia,Infectious Diseases,"I have been shivering and feeling very tired, and I can't seem to stop coughing. When I cough, my chest hurts and my heart beats faster. The mucus I’m coughing up looks gross and brown."
Pneumonia,Infectious Diseases,"I feel very cold, tired, and my cough won't stop. When I cough, my chest hurts and my heart beats fast."
Pneumonia,Infectious Diseases,"I have a very high temperature, and I'm finding it hard to breathe. I am sweating a lot and I feel really cold and tired. My heart is pounding and I am coughing up some brownish phlegm."
Pneumonia,Infectious Diseases,"I am having trouble breathing and my temperature is very high. I'm sweating a lot and feeling very tired and cold. I feel my heart beating fast, and I'm coughing up some brown mucus."
Pneumonia,Infectious Diseases,"I have a really high fever and I'm struggling to breathe. I am sweating a lot and shaking because I feel very cold. I'm so tired, and my heart is racing fast. I also have some brown mucus coming up."
Pneumonia,Infectious Diseases,"I can't breathe well and I have a really high fever. I'm sweating a lot and shaking because I'm cold. My heart is beating fast, and I'm very tired. Also, I'm going to have some brownish mucus."
Pneumonia,Infectious Diseases,"I have a very high fever and I'm having trouble breathing. I am sweating a lot, I feel cold and tired, and my heart is beating really fast. I also have some brown mucus coming up."
Pneumonia,Infectious Diseases,"I have a very high temperature and it's hard for me to breathe. I feel my heart beating fast, I'm sweating a lot, and I feel cold and tired. I'm also about to spit out some brown mucus."
Pneumonia,Infectious Diseases,"I have been feeling very unwell with a bad fever, trouble breathing, sweating, shivering, and feeling extremely tired. My heart is beating fast, and I've been coughing up a lot of brownish mucus."
Pneumonia,Infectious Diseases,"I've been feeling really sick with a high fever, trouble breathing, sweating, chills, and feeling very tired. My cough has been bringing up a lot of brownish mucus and my heart is beating fast."
Pneumonia,Infectious Diseases,I'm having trouble breathing and sweating a lot. I feel really unwell and have a lot of phlegm in my throat. I have pain in my chest and my heart is beating fast. The mucus coming out when I cough is dark and looks like rust.
Pneumonia,Infectious Diseases,I'm sweating a lot and having trouble breathing. I'm not feeling well and my throat is really mucus-y. My heart is beating fast and my chest hurts. I am coughing up thick mucus that looks like rust.
Pneumonia,Infectious Diseases,"I am finding it hard to breathe and feeling very worried. I'm not feeling well and I'm sweating a lot. I have a pain in my chest and I feel a lot of mucus in my throat. My heart is beating fast, and the color of the mucus I'm coughing up looks strange."
Pneumonia,Infectious Diseases,I can't breathe well and I'm sweating a lot. I feel sick and there's a lot of mucus in my throat. I have pain in my chest and my heart is beating really fast. The mucus I cough up is red.
Pneumonia,Infectious Diseases,"I'm sweating a lot and having trouble catching my breath. I have a lot of mucus in my throat and I feel sick. I feel my heart beating fast, and my chest hurts. I'm coughing up red-colored mucus."
Pneumonia,Infectious Diseases,I feel like I can't breathe and I'm sweating a lot. I am not feeling well and my throat has a lot of mucus. I have a pain in my chest and my heart is beating fast. The phlegm I'm coughing up is a yellowish color.
Pneumonia,Infectious Diseases,"I'm sweating a lot and can't seem to breathe properly. I have a lot of mucus in my throat and I feel really bad. My heart is beating fast, and my chest hurts. I have brownish phlegm when I cough."
Pneumonia,Infectious Diseases,I'm struggling to breathe and I feel really bad. I'm sweating a lot and I have a lot of mucus in my throat. My chest hurts and my heart is pounding quickly. The mucus that comes out when I cough is brown.
Pneumonia,Infectious Diseases,I am finding it hard to breathe and feel very restless. I have a lot of mucus in my throat and I'm sweating a lot. I feel my heart beating fast and my chest hurts. I have a cough and I am spitting out red mucus.
Pneumonia,Infectious Diseases,I can't breathe well and I'm sweating a lot. I feel really ill and have a lot of mucus in my throat. I have pain in my chest and my heart is beating really fast. The snot I'm coughing up is brown and slimy.
Pneumonia,Infectious Diseases,"I'm sweating a lot and can't seem to breathe well. I have a lot of mucus in my throat and I feel terrible. I feel my heart beating fast and my chest hurts. I'm coughing up thick, brown mucus."
Pneumonia,Infectious Diseases,I am all sweaty and having a hard time breathing. I'm sick and have a lot of mucus in my throat. My chest hurts and my heart is beating fast. I have red phlegm when I cough.
Pneumonia,Infectious Diseases,"I've been feeling really sick with a fever, trouble breathing, sweating, shivering, and extreme tiredness."
Pneumonia,Infectious Diseases,"I have a very high fever, and I'm having trouble breathing. My heart is beating fast, I'm sweating a lot, and I feel cold and tired. I'm also about to cough up some gross brownish mucus."
Pneumonia,Infectious Diseases,"I have a very high fever, and I'm finding it hard to breathe. I am sweating a lot and feeling cold and shivery. I'm very tired and my heart is beating fast. I also think I will have some brownish mucus."
Pneumonia,Infectious Diseases,"I have been feeling shivery, tired, and I can't stop coughing. When I cough, my chest hurts and my heart beats really fast. I'm spitting up gross phlegm when I cough."
Pneumonia,Infectious Diseases,I'm struggling to breathe and I feel very uncomfortable. I'm sweating a lot and I have a lot of mucus in my throat. I have pain in my chest and my heart is pounding quickly. The stuff I'm coughing up is brown.
Pneumonia,Infectious Diseases,"I can't breathe well and feel really bad. I'm sweating a lot and have a stuffy nose. I feel pain in my chest, and my heart is beating fast. I have a cough and the phlegm I'm coughing up is dark in color."
Pneumonia,Infectious Diseases,"I have a very high temperature and I am having trouble breathing. I have been sweating a lot and feeling sick and weak. I have also coughed up some really thick and black mucus. My chest hurts, and my heart is beating really fast."
Pneumonia,Infectious Diseases,"Recently, I've been feeling really cold, tired, and coughing a lot. I also have a very high fever and it's hard for me to breathe. I have been sweating a lot and feeling very sick and weak. I've also had some thick and dark mucus."
Pneumonia,Infectious Diseases,"I have been feeling very cold, tired, have been coughing a lot, have a high fever, and have trouble breathing. I also had some very thick and dark phlegm."
Pneumonia,Infectious Diseases,"Recently, I have been feeling very cold, tired, have been coughing a lot, have a very high fever, and it's hard for me to breathe. I have been sweating a lot and feeling very sick and weak. I've also had some thick and dark mucus."
Pneumonia,Infectious Diseases,"Lately, I've been feeling really cold and tired, and I have a cough, a high fever, and it's hard for me to breathe. I've been sweating a lot and feeling sick and weak. I also had some really thick and red mucus."
Pneumonia,Infectious Diseases,"Lately, I've felt really cold, tired, and had a cough, high fever, and trouble breathing. I have been sweating a lot and feeling sick and weak. I have also had some very thick and black mucus."
Pneumonia,Infectious Diseases,"I've been having a hard time breathing and feeling really sick with chills, tiredness, coughing, and a high fever. I've been sweating a lot and feeling sick and weak. My chest hurts, and my heart is beating fast."
Pneumonia,Infectious Diseases,"Lately, I've been feeling very cold, tired, and have had a cough. I have been sweating a lot and feeling very sick and weak. I've also had some sticky, dark mucus. I feel pain in my chest, and my heart is beating fast."
Pneumonia,Infectious Diseases,"I have a fever and I'm having trouble breathing. I have been sweating a lot and feeling very sick and weak. I also had some dark, thick mucus. My heart is beating really fast and my chest hurts."
Pneumonia,Infectious Diseases,"I am sweating a lot and I can't seem to breathe properly. I have a lot of mucus in my throat, and I feel really bad. I feel my heart beating fast and my chest hurts. I'm spitting out brownish mucus that looks like strings."
Pneumonia,Infectious Diseases,"I'm really sweaty and having a hard time breathing. I have a stuffy throat and I feel really uncomfortable. I feel my heart beating fast, and my chest hurts. I have dark and thick mucus when I cough."
Pneumonia,Infectious Diseases,"I am having trouble breathing. I don't feel well, and I'm sweating a bunch. I have a lot of phlegm in my throat and my chest is hurting. I'm having trouble breathing, and the mucus I'm coughing up looks strange."
Pneumonia,Infectious Diseases,"I have trouble breathing. I feel sick, and I'm sweating a lot. I have pain in my chest and lots of mucus in my throat. I'm having trouble breathing, and the phlegm I'm coughing up looks strange."
Pneumonia,Infectious Diseases,"I've been coughing a lot and feeling very cold and tired. I feel really hot and sick, and it's hard for me to take deep breaths. I have been sweating a lot and feeling weak and sick. I've been coughing up some really thick and dark mucus."
Pneumonia,Infectious Diseases,"Lately, I've been shivering, very tired, coughing, have a fever, and finding it hard to breathe. I've been sweating a lot and feeling tired and sick. I coughed up some really thick and dark phlegm. My heart is beating very fast."
Pneumonia,Infectious Diseases,"I've been feeling really cold and tired lately, and I've been coughing a lot with chest pain. My heart is beating really fast too, and when I cough, the phlegm is kind of a rusty color."
Pneumonia,Infectious Diseases,"I've been coughing a lot and experiencing chest pain recently, along with feeling quite chilly and exhausted. My heart is racing as well, and the mucus I cough up has a rusty hue to it."
Pneumonia,Infectious Diseases,"I've been coughing a lot recently with chest pain and feeling incredibly chilly and exhausted. Additionally, my heart is thumping rapidly, and the phlegm I cough up has a reddish hue."
Pneumonia,Infectious Diseases,"I feel so cold and tired, and I've been coughing a lot lately with chest pain. In addition, my heart is beating quickly, and the mucus I cough up is crimson in color."
